name,mass,year,reclat,reclong
Queen Alexandra Range 97759,25.9,1997,-84.000000,168.000000
Queen Alexandra Range 97760,6.2,1997,-84.000000,168.000000
Queen Alexandra Range 97761,6.3,1997,-84.000000,168.000000
Queen Alexandra Range 97762,69.400000000000006,1997,-84.000000,168.000000
Queen Alexandra Range 97763,34.5,1997,-84.000000,168.000000
Queen Alexandra Range 97764,31.2,1997,-84.000000,168.000000
Queen Alexandra Range 97766,1.8,1997,-84.000000,168.000000
Queen Alexandra Range 97767,1.9,1997,-84.000000,168.000000
Queen Alexandra Range 97768,1.9,1997,-84.000000,168.000000
Queen Alexandra Range 97769,7.1,1997,-84.000000,168.000000
Queen Alexandra Range 97770,11.9,1997,-84.000000,168.000000
Queen Alexandra Range 97771,12.7,1997,-84.000000,168.000000
Queen Alexandra Range 97841,117,1997,-84.000000,168.000000
Queen Alexandra Range 97772,62.9,1997,-84.000000,168.000000
Queen Alexandra Range 97773,21.8,1997,-84.000000,168.000000
Queen Alexandra Range 97774,3.1,1997,-84.000000,168.000000
Queen Alexandra Range 97775,5.9,1997,-84.000000,168.000000
Queen Alexandra Range 97776,3.8,1997,-84.000000,168.000000
Queen Alexandra Range 97777,4.3,1997,-84.000000,168.000000
Queen Alexandra Range 97778,7.8,1997,-84.000000,168.000000
Queen Alexandra Range 97779,7.5,1997,-84.000000,168.000000
Queen Alexandra Range 97780,4.8,1997,-84.000000,168.000000
Queen Alexandra Range 97781,1.4,1997,-84.000000,168.000000
Queen Alexandra Range 97782,1.3,1997,-84.000000,168.000000
Queen Alexandra Range 97783,12.4,1997,-84.000000,168.000000
Queen Alexandra Range 97784,12.4,1997,-84.000000,168.000000
Queen Alexandra Range 97785,1.7,1997,-84.000000,168.000000
Queen Alexandra Range 97786,1.7,1997,-84.000000,168.000000
Queen Alexandra Range 97787,4.4,1997,-84.000000,168.000000
Queen Alexandra Range 97788,4.4,1997,-84.000000,168.000000
Queen Alexandra Range 97789,0.7,1997,-84.000000,168.000000
Queen Alexandra Range 97790,5.3,1997,-84.000000,168.000000
Queen Alexandra Range 97791,6.6,1997,-84.000000,168.000000
Queen Alexandra Range 97792,12,1997,-84.000000,168.000000
Queen Alexandra Range 97793,12.2,1997,-84.000000,168.000000
Queen Alexandra Range 97794,24.1,1997,-84.000000,168.000000
Queen Alexandra Range 97795,30.6,1997,-84.000000,168.000000
Queen Alexandra Range 97796,10.6,1997,-84.000000,168.000000
Queen Alexandra Range 97797,42.1,1997,-84.000000,168.000000
Queen Alexandra Range 97798,22.7,1997,-84.000000,168.000000
Queen Alexandra Range 97799,9.6,1997,-84.000000,168.000000
Queen Alexandra Range 97800,126.5,1997,-84.000000,168.000000
Queen Alexandra Range 97801,35.700000000000003,1997,-84.000000,168.000000
Queen Alexandra Range 97802,52,1997,-84.000000,168.000000
Queen Alexandra Range 97803,79.099999999999994,1997,-84.000000,168.000000
Queen Alexandra Range 97804,100.8,1997,-84.000000,168.000000
Queen Alexandra Range 97805,74.7,1997,-84.000000,168.000000
Queen Alexandra Range 97806,58.7,1997,-84.000000,168.000000
Queen Alexandra Range 97807,110.9,1997,-84.000000,168.000000
Queen Alexandra Range 97808,38.700000000000003,1997,-84.000000,168.000000
Queen Alexandra Range 97809,1.7,1997,-84.000000,168.000000
Queen Alexandra Range 97810,52.1,1997,-84.000000,168.000000
Queen Alexandra Range 97811,167.6,1997,-84.000000,168.000000
Queen Alexandra Range 97812,70.5,1997,-84.000000,168.000000
Queen Alexandra Range 97813,11.7,1997,-84.000000,168.000000
Queen Alexandra Range 97815,4.5,1997,-84.000000,168.000000
Queen Alexandra Range 97816,16.2,1997,-84.000000,168.000000
Queen Alexandra Range 97817,10.6,1997,-84.000000,168.000000
Queen Alexandra Range 97818,12.2,1997,-84.000000,168.000000
Queen Alexandra Range 97819,10.1,1997,-84.000000,168.000000
Queen Alexandra Range 97820,10.1,1997,-84.000000,168.000000
Queen Alexandra Range 97821,7,1997,-84.000000,168.000000
Queen Alexandra Range 97822,7,1997,-84.000000,168.000000
Queen Alexandra Range 97823,16.399999999999999,1997,-84.000000,168.000000
Queen Alexandra Range 97824,3.7,1997,-84.000000,168.000000
Queen Alexandra Range 97825,3.1,1997,-84.000000,168.000000
Queen Alexandra Range 97826,1.3,1997,-84.000000,168.000000
Queen Alexandra Range 97827,4.1,1997,-84.000000,168.000000
Queen Alexandra Range 97828,12.9,1997,-84.000000,168.000000
Queen Alexandra Range 97829,19.8,1997,-84.000000,168.000000
Queen Alexandra Range 97830,19.8,1997,-84.000000,168.000000
Queen Alexandra Range 97831,3.8,1997,-84.000000,168.000000
Queen Alexandra Range 97832,1.4,1997,-84.000000,168.000000
Queen Alexandra Range 97833,1.4,1997,-84.000000,168.000000
Queen Alexandra Range 97834,2.5,1997,-84.000000,168.000000
Queen Alexandra Range 97835,1.7,1997,-84.000000,168.000000
Queen Alexandra Range 97836,7.1,1997,-84.000000,168.000000
Queen Alexandra Range 97837,7.1,1997,-84.000000,168.000000
Queen Alexandra Range 97838,0.9,1997,-84.000000,168.000000
Queen Alexandra Range 97839,37.6,1997,-84.000000,168.000000
Queen Alexandra Range 97840,182.4,1997,-84.000000,168.000000
Queen Alexandra Range 97842,68,1997,-84.000000,168.000000
Queen Alexandra Range 97843,31.9,1997,-84.000000,168.000000
Queen Alexandra Range 97844,65,1997,-84.000000,168.000000
Queen Alexandra Range 97845,26.7,1997,-84.000000,168.000000
Queen Alexandra Range 97846,16.7,1997,-84.000000,168.000000
Queen Alexandra Range 97847,14.7,1997,-84.000000,168.000000
Queen Alexandra Range 97848,13.8,1997,-84.000000,168.000000
Queen Alexandra Range 97849,115.8,1997,-84.000000,168.000000
Queen Alexandra Range 97850,82.9,1997,-84.000000,168.000000
Queen Alexandra Range 97851,46.9,1997,-84.000000,168.000000
Queen Alexandra Range 97852,121.1,1997,-84.000000,168.000000
Queen Alexandra Range 97853,38.9,1997,-84.000000,168.000000
Queen Alexandra Range 97854,8.699999999999999,1997,-84.000000,168.000000
Queen Alexandra Range 97855,44.3,1997,-84.000000,168.000000
Queen Alexandra Range 97856,15.3,1997,-84.000000,168.000000
Queen Alexandra Range 97857,8.5,1997,-84.000000,168.000000
Queen Alexandra Range 97858,13.6,1997,-84.000000,168.000000
Queen Alexandra Range 97859,1.8,1997,-84.000000,168.000000
Queen Alexandra Range 97860,27.4,1997,-84.000000,168.000000
Queen Alexandra Range 97861,3.4,1997,-84.000000,168.000000
Queen Alexandra Range 97862,19.600000000000001,1997,-84.000000,168.000000
Queen Alexandra Range 97863,20.5,1997,-84.000000,168.000000
Queen Alexandra Range 97864,20.5,1997,-84.000000,168.000000
Queen Alexandra Range 97865,4.1,1997,-84.000000,168.000000
Queen Alexandra Range 97866,3.4,1997,-84.000000,168.000000
Queen Alexandra Range 97867,18.399999999999999,1997,-84.000000,168.000000
Queen Alexandra Range 97868,4.7,1997,-84.000000,168.000000
Queen Alexandra Range 97869,2.8,1997,-84.000000,168.000000
Queen Alexandra Range 97870,98.1,1997,-84.000000,168.000000
Queen Alexandra Range 97871,40,1997,-84.000000,168.000000
Queen Alexandra Range 97872,99.9,1997,-84.000000,168.000000
Queen Alexandra Range 97873,22.8,1997,-84.000000,168.000000
Queen Alexandra Range 97874,47.5,1997,-84.000000,168.000000
Queen Alexandra Range 97875,26.6,1997,-84.000000,168.000000
Queen Alexandra Range 97876,21.5,1997,-84.000000,168.000000
Queen Alexandra Range 97877,13,1997,-84.000000,168.000000
Queen Alexandra Range 97878,31.9,1997,-84.000000,168.000000
Queen Alexandra Range 97879,27.2,1997,-84.000000,168.000000
Queen Alexandra Range 97880,5.7,1997,-84.000000,168.000000
Queen Alexandra Range 97881,5.8,1997,-84.000000,168.000000
Queen Alexandra Range 97882,4.5,1997,-84.000000,168.000000
Queen Alexandra Range 97883,4.5,1997,-84.000000,168.000000
Queen Alexandra Range 97884,0.7,1997,-84.000000,168.000000
Queen Alexandra Range 97885,2.6,1997,-84.000000,168.000000
Queen Alexandra Range 97886,3.9,1997,-84.000000,168.000000
Queen Alexandra Range 97887,2.5,1997,-84.000000,168.000000
Queen Alexandra Range 97888,14.3,1997,-84.000000,168.000000
Queen Alexandra Range 97889,14.5,1997,-84.000000,168.000000
Queen Alexandra Range 97890,3.2,1997,-84.000000,168.000000
Queen Alexandra Range 97891,2.9,1997,-84.000000,168.000000
Queen Alexandra Range 97892,1.8,1997,-84.000000,168.000000
Queen Alexandra Range 97893,3.9,1997,-84.000000,168.000000
Queen Alexandra Range 97894,18.3,1997,-84.000000,168.000000
Queen Alexandra Range 97895,18.3,1997,-84.000000,168.000000
Queen Alexandra Range 97896,2.1,1997,-84.000000,168.000000
Queen Alexandra Range 97897,3.3,1997,-84.000000,168.000000
Queen Alexandra Range 97898,2.2,1997,-84.000000,168.000000
Queen Alexandra Range 97899,9.199999999999999,1997,-84.000000,168.000000
Queen Alexandra Range 97900,15.3,1997,-84.000000,168.000000
Queen Alexandra Range 97901,10.4,1997,-84.000000,168.000000
Queen Alexandra Range 97902,31.3,1997,-84.000000,168.000000
Queen Alexandra Range 97903,31.4,1997,-84.000000,168.000000
Queen Alexandra Range 97904,37.4,1997,-84.000000,168.000000
Queen Alexandra Range 97905,15.7,1997,-84.000000,168.000000
Queen Alexandra Range 97906,12,1997,-84.000000,168.000000
Queen Alexandra Range 97907,5.1,1997,-84.000000,168.000000
Queen Alexandra Range 97908,1.6,1997,-84.000000,168.000000
Queen Alexandra Range 97909,4.8,1997,-84.000000,168.000000
Queen Alexandra Range 97910,29.4,1997,-84.000000,168.000000
Queen Alexandra Range 97911,28.7,1997,-84.000000,168.000000
Queen Alexandra Range 97912,49.3,1997,-84.000000,168.000000
Queen Alexandra Range 97913,21,1997,-84.000000,168.000000
Queen Alexandra Range 97914,15.1,1997,-84.000000,168.000000
Queen Alexandra Range 97915,11.5,1997,-84.000000,168.000000
Queen Alexandra Range 97916,18,1997,-84.000000,168.000000
Queen Alexandra Range 97917,128.1,1997,-84.000000,168.000000
Queen Alexandra Range 97918,22.9,1997,-84.000000,168.000000
Queen Alexandra Range 97919,36.1,1997,-84.000000,168.000000
Queen Alexandra Range 97920,15.9,1997,-84.000000,168.000000
Queen Alexandra Range 97921,6,1997,-84.000000,168.000000
Queen Alexandra Range 97922,2.3,1997,-84.000000,168.000000
Queen Alexandra Range 97923,13.7,1997,-84.000000,168.000000
Queen Alexandra Range 97924,2.4,1997,-84.000000,168.000000
Queen Alexandra Range 97925,5.7,1997,-84.000000,168.000000
Queen Alexandra Range 97926,6.9,1997,-84.000000,168.000000
Queen Alexandra Range 97927,8.300000000000001,1997,-84.000000,168.000000
Queen Alexandra Range 97928,1.4,1997,-84.000000,168.000000
Queen Alexandra Range 97929,14.8,1997,-84.000000,168.000000
Queen Alexandra Range 97930,3.8,1997,-84.000000,168.000000
Queen Alexandra Range 97931,3.8,1997,-84.000000,168.000000
Queen Alexandra Range 97932,9.6,1997,-84.000000,168.000000
Queen Alexandra Range 97933,6.7,1997,-84.000000,168.000000
Queen Alexandra Range 97934,1.8,1997,-84.000000,168.000000
Queen Alexandra Range 97935,3.6,1997,-84.000000,168.000000
Queen Alexandra Range 97936,2.1,1997,-84.000000,168.000000
Queen Alexandra Range 97937,11,1997,-84.000000,168.000000
Queen Alexandra Range 97938,18.899999999999999,1997,-84.000000,168.000000
Queen Alexandra Range 97939,5.3,1997,-84.000000,168.000000
Queen Alexandra Range 97940,58.4,1997,-84.000000,168.000000
Queen Alexandra Range 97941,43.6,1997,-84.000000,168.000000
Queen Alexandra Range 97942,52.9,1997,-84.000000,168.000000
Queen Alexandra Range 97943,21,1997,-84.000000,168.000000
Queen Alexandra Range 97944,14.5,1997,-84.000000,168.000000
Queen Alexandra Range 97980,89.7,1997,-84.000000,168.000000
Queen Alexandra Range 97945,51.1,1997,-84.000000,168.000000
Queen Alexandra Range 97946,6.5,1997,-84.000000,168.000000
Queen Alexandra Range 97947,51.6,1997,-84.000000,168.000000
Queen Alexandra Range 97948,3.4,1997,-84.000000,168.000000
Queen Alexandra Range 97949,5,1997,-84.000000,168.000000
Queen Alexandra Range 97950,7.8,1997,-84.000000,168.000000
Queen Alexandra Range 97951,2.7,1997,-84.000000,168.000000
Queen Alexandra Range 97952,42,1997,-84.000000,168.000000
Queen Alexandra Range 97953,1.7,1997,-84.000000,168.000000
Queen Alexandra Range 97954,12.9,1997,-84.000000,168.000000
Queen Alexandra Range 97955,8.800000000000001,1997,-84.000000,168.000000
Queen Alexandra Range 97956,8.5,1997,-84.000000,168.000000
Queen Alexandra Range 97957,3.5,1997,-84.000000,168.000000
Queen Alexandra Range 97958,1.8,1997,-84.000000,168.000000
Queen Alexandra Range 97959,34.799999999999997,1997,-84.000000,168.000000
Queen Alexandra Range 97960,17.600000000000001,1997,-84.000000,168.000000
Queen Alexandra Range 97961,72.7,1997,-84.000000,168.000000
Queen Alexandra Range 97962,10,1997,-84.000000,168.000000
Queen Alexandra Range 97963,21.9,1997,-84.000000,168.000000
Queen Alexandra Range 97964,5.2,1997,-84.000000,168.000000
Queen Alexandra Range 97965,2.4,1997,-84.000000,168.000000
Queen Alexandra Range 97966,4.7,1997,-84.000000,168.000000
Queen Alexandra Range 97967,4.7,1997,-84.000000,168.000000
Queen Alexandra Range 97968,1.8,1997,-84.000000,168.000000
Queen Alexandra Range 97969,4.1,1997,-84.000000,168.000000
Queen Alexandra Range 97970,15.2,1997,-84.000000,168.000000
Queen Alexandra Range 97971,81.3,1997,-84.000000,168.000000
Queen Alexandra Range 97972,8.199999999999999,1997,-84.000000,168.000000
Queen Alexandra Range 97973,39.299999999999997,1997,-84.000000,168.000000
Queen Alexandra Range 97974,35.4,1997,-84.000000,168.000000
Queen Alexandra Range 97975,49.1,1997,-84.000000,168.000000
Queen Alexandra Range 97976,68.599999999999994,1997,-84.000000,168.000000
Queen Alexandra Range 97977,43.4,1997,-84.000000,168.000000
Queen Alexandra Range 97978,8.4,1997,-84.000000,168.000000
Queen Alexandra Range 97979,20.5,1997,-84.000000,168.000000
Queen Alexandra Range 97981,6,1997,-84.000000,168.000000
Queen Alexandra Range 97982,8.9,1997,-84.000000,168.000000
Queen Alexandra Range 97983,48.8,1997,-84.000000,168.000000
Queen Alexandra Range 97984,20.3,1997,-84.000000,168.000000
Queen Alexandra Range 97985,16.2,1997,-84.000000,168.000000
Queen Alexandra Range 97986,31.3,1997,-84.000000,168.000000
Queen Alexandra Range 97987,34.700000000000003,1997,-84.000000,168.000000
Queen Alexandra Range 97988,9.6,1997,-84.000000,168.000000
Queen Alexandra Range 97989,1.8,1997,-84.000000,168.000000
Queen Alexandra Range 97990,67.3,1997,-84.000000,168.000000
Queen Alexandra Range 97991,6.8,1997,-84.000000,168.000000
Queen Alexandra Range 97992,21.2,1997,-84.000000,168.000000
Queen Alexandra Range 97993,14.2,1997,-84.000000,168.000000
Queen Alexandra Range 97994,9.1,1997,-84.000000,168.000000
Queen Alexandra Range 97995,23.1,1997,-84.000000,168.000000
Queen Alexandra Range 97996,9.6,1997,-84.000000,168.000000
Queen Alexandra Range 97997,3.1,1997,-84.000000,168.000000
Queen Alexandra Range 97998,3,1997,-84.000000,168.000000
Queen Alexandra Range 97999,3,1997,-84.000000,168.000000
Queen Alexandra Range 99001,22000,1999,-84.000000,168.000000
Queen Alexandra Range 99002,2749.6,1999,-84.000000,168.000000
Queen Alexandra Range 99003,3492.1,1999,-84.000000,168.000000
Queen Alexandra Range 99004,2369.4,1999,-84.000000,168.000000
Queen Alexandra Range 99005,64,1999,-84.000000,168.000000
Queen Alexandra Range 99006,133.1,1999,-84.000000,168.000000
Queen Alexandra Range 99008,2228.5,1999,-84.000000,168.000000
Queen Alexandra Range 99009,1814.3,1999,-84.000000,168.000000
Queen Alexandra Range 99010,1293.4000000000001,1999,-84.000000,168.000000
Queen Alexandra Range 99011,1451.9,1999,-84.000000,168.000000
Queen Alexandra Range 99012,2016.8,1999,-84.000000,168.000000
Queen Alexandra Range 99013,814.2,1999,-84.000000,168.000000
Queen Alexandra Range 99014,569.5,1999,-84.000000,168.000000
Queen Alexandra Range 99015,1460.4,1999,-84.000000,168.000000
Queen Alexandra Range 99016,2166.4,1999,-84.000000,168.000000
Queen Alexandra Range 99017,4999,1999,-84.000000,168.000000
Queen Alexandra Range 99018,1000.2,1999,-84.000000,168.000000
Queen Alexandra Range 99019,350.5,1999,-84.000000,168.000000
Queen Alexandra Range 99020,355.4,1999,-84.000000,168.000000
Queen Alexandra Range 99021,402.9,1999,-84.000000,168.000000
Queen Alexandra Range 99022,548.9,1999,-84.000000,168.000000
Queen Alexandra Range 99023,1933,1999,-84.000000,168.000000
Queen Alexandra Range 99024,2074,1999,-84.000000,168.000000
Queen Alexandra Range 99025,747.2,1999,-84.000000,168.000000
Queen Alexandra Range 99026,361.4,1999,-84.000000,168.000000
Queen Alexandra Range 99027,298,1999,-84.000000,168.000000
Queen Alexandra Range 99028,302.39999999999998,1999,-84.000000,168.000000
Queen Alexandra Range 99029,482.5,1999,-84.000000,168.000000
Queen Alexandra Range 99030,797.8,1999,-84.000000,168.000000
Queen Alexandra Range 99031,189.1,1999,-84.000000,168.000000
Queen Alexandra Range 99032,214.1,1999,-84.000000,168.000000
Queen Alexandra Range 99033,164.2,1999,-84.000000,168.000000
Queen Alexandra Range 99034,198.3,1999,-84.000000,168.000000
Queen Alexandra Range 99035,57.8,1999,-84.000000,168.000000
Queen Alexandra Range 99036,45.5,1999,-84.000000,168.000000
Queen Alexandra Range 99037,101.9,1999,-84.000000,168.000000
Queen Alexandra Range 99038,52.7,1999,-84.000000,168.000000
Queen Alexandra Range 99039,244.1,1999,-84.000000,168.000000
Queen Alexandra Range 99040,244.1,1999,-84.000000,168.000000
Queen Alexandra Range 99041,46.9,1999,-84.000000,168.000000
Queen Alexandra Range 99042,46.9,1999,-84.000000,168.000000
Queen Alexandra Range 99043,44.8,1999,-84.000000,168.000000
Queen Alexandra Range 99044,73.2,1999,-84.000000,168.000000
Queen Alexandra Range 99045,73.2,1999,-84.000000,168.000000
Queen Alexandra Range 99046,0.3,1999,-84.000000,168.000000
Queen Alexandra Range 99047,0.5,1999,-84.000000,168.000000
Queen Alexandra Range 99048,0.2,1999,-84.000000,168.000000
Queen Alexandra Range 99049,2.4,1999,-84.000000,168.000000
Queen Alexandra Range 99050,2.1,1999,-84.000000,168.000000
Queen Alexandra Range 99051,1.3,1999,-84.000000,168.000000
Queen Alexandra Range 99052,1.3,1999,-84.000000,168.000000
Queen Alexandra Range 99053,4,1999,-84.000000,168.000000
Queen Alexandra Range 99054,6.3,1999,-84.000000,168.000000
Queen Alexandra Range 99055,9.300000000000001,1999,-84.000000,168.000000
Queen Alexandra Range 99056,23,1999,-84.000000,168.000000
Queen Alexandra Range 99057,24.1,1999,-84.000000,168.000000
Queen Alexandra Range 99058,48,1999,-84.000000,168.000000
Queen Alexandra Range 99059,22.1,1999,-84.000000,168.000000
Queen Alexandra Range 99060,2.6,1999,-84.000000,168.000000
Queen Alexandra Range 99061,2.6,1999,-84.000000,168.000000
Queen Alexandra Range 99062,0.7,1999,-84.000000,168.000000
Queen Alexandra Range 99063,0.1,1999,-84.000000,168.000000
Queen Alexandra Range 99064,0.1,1999,-84.000000,168.000000
Queen Alexandra Range 99065,20,1999,-84.000000,168.000000
Queen Alexandra Range 99066,21.4,1999,-84.000000,168.000000
Queen Alexandra Range 99067,3.6,1999,-84.000000,168.000000
Queen Alexandra Range 99068,5.6,1999,-84.000000,168.000000
Queen Alexandra Range 99069,2.2,1999,-84.000000,168.000000
Queen Alexandra Range 99070,2.2,1999,-84.000000,168.000000
Queen Alexandra Range 99071,1.4,1999,-84.000000,168.000000
Queen Alexandra Range 99072,1.4,1999,-84.000000,168.000000
Queen Alexandra Range 99073,0.7,1999,-84.000000,168.000000
Queen Alexandra Range 99074,2.2,1999,-84.000000,168.000000
Queen Alexandra Range 99075,2.2,1999,-84.000000,168.000000
Queen Alexandra Range 99076,0.9,1999,-84.000000,168.000000
Queen Alexandra Range 99077,0.5,1999,-84.000000,168.000000
Queen Alexandra Range 99078,1.5,1999,-84.000000,168.000000
Queen Alexandra Range 99079,11.3,1999,-84.000000,168.000000
Queen Alexandra Range 99080,211.9,1999,-84.000000,168.000000
Queen Alexandra Range 99081,198,1999,-84.000000,168.000000
Queen Alexandra Range 99082,110.3,1999,-84.000000,168.000000
Queen Alexandra Range 99083,118.2,1999,-84.000000,168.000000
Queen Alexandra Range 99084,113.8,1999,-84.000000,168.000000
Queen Alexandra Range 99085,173.5,1999,-84.000000,168.000000
Queen Alexandra Range 99086,200.4,1999,-84.000000,168.000000
Queen Alexandra Range 99087,93.4,1999,-84.000000,168.000000
Queen Alexandra Range 99088,134.1,1999,-84.000000,168.000000
Queen Alexandra Range 99089,584.6,1999,-84.000000,168.000000
Queen Alexandra Range 99090,235.9,1999,-84.000000,168.000000
Queen Alexandra Range 99091,356.8,1999,-84.000000,168.000000
Queen Alexandra Range 99092,230,1999,-84.000000,168.000000
Queen Alexandra Range 99093,336.1,1999,-84.000000,168.000000
Queen Alexandra Range 99094,329.3,1999,-84.000000,168.000000
Queen Alexandra Range 99095,525.9,1999,-84.000000,168.000000
Queen Alexandra Range 99096,1029.2,1999,-84.000000,168.000000
Queen Alexandra Range 99097,463,1999,-84.000000,168.000000
Queen Alexandra Range 99098,755.5,1999,-84.000000,168.000000
Queen Alexandra Range 99099,173.6,1999,-84.000000,168.000000
Queen Alexandra Range 99100,1.2,1999,-84.000000,168.000000
Queen Alexandra Range 99101,13.8,1999,-84.000000,168.000000
Queen Alexandra Range 99102,4.5,1999,-84.000000,168.000000
Queen Alexandra Range 99103,9.300000000000001,1999,-84.000000,168.000000
Queen Alexandra Range 99104,1.7,1999,-84.000000,168.000000
Queen Alexandra Range 99105,1.4,1999,-84.000000,168.000000
Queen Alexandra Range 99106,10.199999999999999,1999,-84.000000,168.000000
Queen Alexandra Range 99107,10.199999999999999,1999,-84.000000,168.000000
Queen Alexandra Range 99108,0.9,1999,-84.000000,168.000000
Queen Alexandra Range 99109,1.9,1999,-84.000000,168.000000
Queen Alexandra Range 99110,7.5,1999,-84.000000,168.000000
Queen Alexandra Range 99111,1.85,1999,-84.000000,168.000000
Queen Alexandra Range 99112,23.2,1999,-84.000000,168.000000
Queen Alexandra Range 99113,23.2,1999,-84.000000,168.000000
Queen Alexandra Range 99114,29.9,1999,-84.000000,168.000000
Queen Alexandra Range 99115,1.25,1999,-84.000000,168.000000
Queen Alexandra Range 99116,30.8,1999,-84.000000,168.000000
Queen Alexandra Range 99117,21.3,1999,-84.000000,168.000000
Queen Alexandra Range 99118,93.9,1999,-84.000000,168.000000
Queen Alexandra Range 99119,56.9,1999,-84.000000,168.000000
Queen Alexandra Range 99120,7.8,1999,-84.000000,168.000000
Queen Alexandra Range 99121,22.6,1999,-84.000000,168.000000
Queen Alexandra Range 99122,19.899999999999999,1999,-84.000000,168.000000
Queen Alexandra Range 99123,5.4,1999,-84.000000,168.000000
Queen Alexandra Range 99124,23,1999,-84.000000,168.000000
Queen Alexandra Range 99125,54.6,1999,-84.000000,168.000000
Queen Alexandra Range 99126,14.7,1999,-84.000000,168.000000
Queen Alexandra Range 99127,8.4,1999,-84.000000,168.000000
Queen Alexandra Range 99128,20.5,1999,-84.000000,168.000000
Queen Alexandra Range 99129,20.5,1999,-84.000000,168.000000
Queen Alexandra Range 99130,13.9,1999,-84.000000,168.000000
Queen Alexandra Range 99131,4.7,1999,-84.000000,168.000000
Queen Alexandra Range 99132,1.45,1999,-84.000000,168.000000
Queen Alexandra Range 99133,5,1999,-84.000000,168.000000
Queen Alexandra Range 99134,0.387,1999,-84.000000,168.000000
Queen Alexandra Range 99135,2.7,1999,-84.000000,168.000000
Queen Alexandra Range 99136,3.5,1999,-84.000000,168.000000
Queen Alexandra Range 99137,5.9,1999,-84.000000,168.000000
Queen Alexandra Range 99138,5.9,1999,-84.000000,168.000000
Queen Alexandra Range 99139,4.2,1999,-84.000000,168.000000
Queen Alexandra Range 99140,4.2,1999,-84.000000,168.000000
Queen Alexandra Range 99141,3.1,1999,-84.000000,168.000000
Queen Alexandra Range 99142,3.1,1999,-84.000000,168.000000
Queen Alexandra Range 99143,1.57,1999,-84.000000,168.000000
Queen Alexandra Range 99144,20,1999,-84.000000,168.000000
Queen Alexandra Range 99145,2,1999,-84.000000,168.000000
Queen Alexandra Range 99146,7.5,1999,-84.000000,168.000000
Queen Alexandra Range 99147,5.5,1999,-84.000000,168.000000
Queen Alexandra Range 99148,21.8,1999,-84.000000,168.000000
Queen Alexandra Range 99149,1.3,1999,-84.000000,168.000000
Queen Alexandra Range 99150,0.44,1999,-84.000000,168.000000
Queen Alexandra Range 99151,2.8,1999,-84.000000,168.000000
Queen Alexandra Range 99152,15.7,1999,-84.000000,168.000000
Queen Alexandra Range 99153,6,1999,-84.000000,168.000000
Queen Alexandra Range 99154,3.4,1999,-84.000000,168.000000
Queen Alexandra Range 99155,2.2,1999,-84.000000,168.000000
Queen Alexandra Range 99156,3,1999,-84.000000,168.000000
Queen Alexandra Range 99157,10.7,1999,-84.000000,168.000000
Queen Alexandra Range 99158,31,1999,-84.000000,168.000000
Queen Alexandra Range 99159,2.4,1999,-84.000000,168.000000
Queen Alexandra Range 99160,16.399999999999999,1999,-84.000000,168.000000
Queen Alexandra Range 99161,3.8,1999,-84.000000,168.000000
Queen Alexandra Range 99162,3.8,1999,-84.000000,168.000000
Queen Alexandra Range 99163,4.4,1999,-84.000000,168.000000
Queen Alexandra Range 99164,4.4,1999,-84.000000,168.000000
Queen Alexandra Range 99165,25.9,1999,-84.000000,168.000000
Queen Alexandra Range 99166,20,1999,-84.000000,168.000000
Queen Alexandra Range 99167,1.94,1999,-84.000000,168.000000
Queen Alexandra Range 99168,6.1,1999,-84.000000,168.000000
Queen Alexandra Range 99169,2.5,1999,-84.000000,168.000000
Queen Alexandra Range 99170,23.6,1999,-84.000000,168.000000
Queen Alexandra Range 99171,19.3,1999,-84.000000,168.000000
Queen Alexandra Range 99172,24.7,1999,-84.000000,168.000000
Queen Alexandra Range 99174,39.299999999999997,1999,-84.000000,168.000000
Queen Alexandra Range 99175,63.3,1999,-84.000000,168.000000
Queen Alexandra Range 99176,27.4,1999,-84.000000,168.000000
Queen Alexandra Range 99177,43.6,1999,-84.000000,168.000000
Queen Alexandra Range 99178,19.399999999999999,1999,-84.000000,168.000000
Queen Alexandra Range 99179,41,1999,-84.000000,168.000000
Queen Alexandra Range 99180,6,1999,-84.000000,168.000000
Queen Alexandra Range 99181,1.69,1999,-84.000000,168.000000
Queen Alexandra Range 99182,10.7,1999,-84.000000,168.000000
Queen Alexandra Range 99183,10.199999999999999,1999,-84.000000,168.000000
Queen Alexandra Range 99184,5.1,1999,-84.000000,168.000000
Queen Alexandra Range 99185,0.52,1999,-84.000000,168.000000
Queen Alexandra Range 99186,3.7,1999,-84.000000,168.000000
Queen Alexandra Range 99187,1.97,1999,-84.000000,168.000000
Queen Alexandra Range 99188,1.97,1999,-84.000000,168.000000
Queen Alexandra Range 99189,1.68,1999,-84.000000,168.000000
Queen Alexandra Range 99190,123.3,1999,-84.000000,168.000000
Queen Alexandra Range 99191,100,1999,-84.000000,168.000000
Queen Alexandra Range 99192,139.30000000000001,1999,-84.000000,168.000000
Queen Alexandra Range 99193,181.6,1999,-84.000000,168.000000
Queen Alexandra Range 99194,205.8,1999,-84.000000,168.000000
Queen Alexandra Range 99195,234.7,1999,-84.000000,168.000000
Queen Alexandra Range 99196,77.599999999999994,1999,-84.000000,168.000000
Queen Alexandra Range 99197,24.8,1999,-84.000000,168.000000
Queen Alexandra Range 99198,36.9,1999,-84.000000,168.000000
